entry_type	archive_path	uncompressed_size	compressed_size	crc32	unix_mode
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/poly_compress_d10_avx2_asm.S	14850	1784	01cea992	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/poly_compress_d11_avx2_asm.S	19359	1960	7e0289c1	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/poly_compress_d4_avx2_asm.S	6384	1471	ec2350b1	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/poly_compress_d5_avx2_asm.S	8480	1570	7d9b7f81	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/poly_decompress_d10_avx2_asm.S	9138	1569	081cb109	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/poly_decompress_d11_avx2_asm.S	11155	1704	b603d3c9	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/poly_decompress_d4_avx2_asm.S	7067	1422	ef5a98cb	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/poly_decompress_d5_avx2_asm.S	7687	1500	55a9fc9f	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/poly_mulcache_compute_avx2_asm.S	3698	991	b398e331	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/reduce_avx2_asm.S	7642	1496	cd2ceda5	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/rej_uniform_avx2_asm.S	4360	1534	7544154d	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/rej_uniform_table.c	27658	2059	beeb6efd	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/tomont_avx2_asm.S	5475	1438	05a8ceb2	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/params.h	2566	658	d9815113	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/poly.c	18569	4929	3c71ee28	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/poly.h	10117	3151	d2eb2219	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/poly_k.c	17662	3842	56becd36	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/poly_k.h	22592	4303	025ea3a3	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/randombytes.h	1649	685	081662fe	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/sampling.c	12913	3687	4a6c729d	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/sampling.h	3853	1120	2aa93e14	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/symmetric.h	2596	872	b0f4cfed	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/sys.h	9543	2930	b745db52	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/verify.c	622	378	cee4a186	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/verify.h	15010	4591	60005c29	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native/src/zetas.inc	1337	702	3926f0f7	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native_all.c	1189	467	0c62fcc0	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/mlkem_native_all.h	579	244	4740bf40	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/README.md	3161	1178	2e6e8cf9	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/test_only_rng/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/test_only_rng/notrandombytes.c	2013	894	daacac27	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel/test_only_rng/notrandombytes.h	674	416	1e9d9a67	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/.gitignore	59	58	9fc94313	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/auto.mk	7211	1956	09d1ee93	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/main.c	6000	1422	ded5cfc7	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/Makefile	2628	1267	345398a1	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native.c	21926	4338	d46a3b7b	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native.h	19752	4001	ae055003	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native_asm.S	24162	4632	1a0ac5db	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/mlkem_native_config.h	22793	6365	19a4e7f2	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/cbmc.h	7954	2230	7ae064c7	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/common.h	9434	2927	6f3c1f9a	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/compress.c	24427	3969	95236058	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/compress.h	20187	3096	6f661bfe	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/context.h	1834	621	fc5be9a3	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/debug.c	1605	731	64a4f175	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/debug.h	4740	1256	e31d2ce9	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202.c	7438	2107	e7bcadb4	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202.h	4922	1422	3b5acc9b	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202x4.c	7353	1667	179914f2	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/fips202x4.h	3156	752	61d72be8	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/keccakf1600.c	15788	3238	d39957c2	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/keccakf1600.h	4385	830	bee60149	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/	0	0	00000000	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/auto.h	2185	911	543eee2f	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/fips202_native_aarch64.h	3421	609	15558fc9	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccakf1600_round_constants.c	2165	627	9c7b3893	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S	11586	2837	a5d83a93	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_v84a_aarch64_asm.S	6944	2022	14d76f56	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x2_v84a_aarch64_asm.S	8986	2211	a47ab008	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_scalar_hybrid_aarch64_asm.S	35953	5650	51e07485	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x4_v8a_v84a_scalar_hybrid_aarch64_asm.S	33242	5287	8020ae5d	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x1_scalar.h	765	418	d0b2daa4	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x1_v84a.h	923	519	0a93ae23	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x2_v84a.h	1099	541	aaaca21d	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x4_v8a_scalar.h	765	433	cb3cbb82	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/x4_v8a_v84a_scalar.h	999	549	35438a34	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/api.h	5069	1423	d31e774c	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/mve.h	1927	654	7532703f	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/README.md	483	302	962c39eb	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/fips202_native_armv81m.h	1702	478	7772fd80	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/keccakf1600_round_constants.c	1808	612	a8555c06	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/keccak_f1600_x4_mve.c	1281	644	19225ede	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/keccak_f1600_x4_mve.S	21417	4118	5911557b	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/state_extract_bytes_x4_mve.S	10888	2475	729607c1	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/state_xor_bytes_x4_mve.S	11446	2506	30fd2f99	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/auto.h	742	429	6787ab2f	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/x86_64/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/x86_64/keccak_f1600_x4_avx2.h	904	471	7f1f2d06	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/x86_64/src/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/x86_64/src/fips202_native_x86_64.h	1675	659	68e9ce01	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/x86_64/src/keccakf1600_constants.c	1676	646	e7d4c588	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/x86_64/src/keccak_f1600_x4_avx2_asm.S	20857	3237	6c36c490	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/indcpa.c	23665	5304	9594ba18	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/indcpa.h	6836	1615	ef8ac5a5	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/kem.c	13814	2992	90dc7d66	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/kem.h	13133	1942	71ca1084	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/	0	0	00000000	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/meta.h	4214	1041	193ae592	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/README.md	1211	629	72a0e4b3	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/	0	0	00000000	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/aarch64_zetas.c	11373	3270	e092e357	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/arith_native_aarch64.h	8573	1339	9ba0d935	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/intt_aarch64_asm.S	21082	4197	e7b55de4	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/ntt_aarch64_asm.S	18678	3772	59892d55	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k2_aarch64_asm.S	8656	2174	64576e08	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k3_aarch64_asm.S	10500	2475	3d45c193	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/polyvec_basemul_acc_montgomery_cached_k4_aarch64_asm.S	12351	2726	6b93b31d	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/poly_mulcache_compute_aarch64_asm.S	3866	1183	0f563534	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/poly_reduce_aarch64_asm.S	4752	1364	bc7680dc	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/poly_tobytes_aarch64_asm.S	3489	1115	97ede0a2	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/poly_tomont_aarch64_asm.S	2862	1011	50d076a0	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/rej_uniform_aarch64_asm.S	6535	1748	1f5a6d37	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/src/rej_uniform_table.c	27620	2036	d1ec7ead	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/api.h	28338	4143	ba50e6fb	0
file	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/meta.h	604	336	0410ffb8	0
directory	mlk_scalar_signed_to_unsigned_q_cleanroom/CANON_T2_FINAL_af4c5abd/99_worktrees/baseline/mlkem-native/examples/monolithic_build_multilevel_native/mlkem_native/src/native/ppc64le/	0	0	00000000	0
